scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,434.2558288574219,386.57696533203125,4.202127456665039e-05,367.6492919921875,73.62852478027344,3.454089164733887e-05,0.1936628818511963,-2.3289618492126465,2.7120113372802734e-06,355.13092041015625,87.62855529785156,2.485513687133789e-05
1,434.2432861328125,386.0833740234375,6.058812141418457e-05,367.385986328125,73.73229217529297,8.237361907958984e-05,363.12847900390625,71.63555908203125,3.337860107421875e-06,354.94598388671875,87.41275787353516,3.37064266204834e-05
2,434.2618103027344,386.1033020019531,0.00013065338134765625,367.4114074707031,73.69661712646484,9.53972339630127e-05,363.11785888671875,71.59612274169922,4.023313522338867e-06,354.92584228515625,87.40567779541016,2.7477741241455078e-05
3,433.91705322265625,386.1113586425781,0.00013706088066101074,367.1488342285156,73.5150146484375,0.00029480457305908203,363.69879150390625,69.05152130126953,7.450580596923828e-06,354.9039611816406,87.04278564453125,4.494190216064453e-05
4,434.0625915527344,385.75921630859375,7.11679458618164e-05,366.9453125,73.49028015136719,0.00039139389991760254,363.56549072265625,69.17677307128906,9.179115295410156e-06,354.8870849609375,87.07504272460938,5.033612251281738e-05
5,433.927490234375,385.5069580078125,0.00020617246627807617,366.9629821777344,73.39969635009766,0.0004604458808898926,363.6529846191406,69.13655090332031,1.1265277862548828e-05,354.8793029785156,87.03871154785156,8.32974910736084e-05
6,434.6579284667969,386.37445068359375,5.3435564041137695e-05,367.0976867675781,73.3332748413086,0.00023359060287475586,363.7468566894531,69.0140380859375,7.808208465576172e-06,355.02606201171875,87.03260040283203,6.690621376037598e-05
7,434.6310729980469,386.27520751953125,8.249282836914062e-05,367.1495056152344,73.35565185546875,0.0002562105655670166,363.7400207519531,68.98555755615234,8.404254913330078e-06,355.18756103515625,87.10964965820312,6.756186485290527e-05
8,434.640625,385.9080505371094,6.705522537231445e-05,367.0898742675781,73.27754211425781,0.0002072155475616455,363.63232421875,68.96017456054688,7.4803829193115234e-06,355.093505859375,87.27220916748047,5.167722702026367e-05
9,434.58734130859375,386.21771240234375,0.00011074542999267578,367.0363464355469,73.2911148071289,0.0002703368663787842,363.6268615722656,68.8261947631836,7.808208465576172e-06,355.17584228515625,87.04686737060547,5.3435564041137695e-05
10,434.5055847167969,386.3010559082031,6.0230493545532227e-05,367.07196044921875,73.41382598876953,0.00023993849754333496,363.62139892578125,68.7814712524414,6.884336471557617e-06,355.0747985839844,87.08816528320312,6.034970283508301e-05
11,434.4408264160156,385.5513610839844,0.00038942694664001465,366.9892883300781,73.5488052368164,0.00017967820167541504,363.6979064941406,68.74213409423828,4.5299530029296875e-06,355.0431213378906,87.06519317626953,4.589557647705078e-05
