scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,-3.86904239654541,-1.961583137512207,3.2573938369750977e-05,-2.554295539855957,-7.086590766906738,1.3500452041625977e-05,541.5216674804688,-3.808734893798828,7.987022399902344e-06,538.4916381835938,-0.6306753158569336,2.1696090698242188e-05
1,-3.361708641052246,-1.999587059020996,4.366040229797363e-05,-2.532376289367676,-7.041217803955078,1.6570091247558594e-05,573.8977661132812,-3.8172554969787598,1.0520219802856445e-05,538.5217895507812,-0.6645417213439941,1.5228986740112305e-05
2,-3.3675994873046875,-1.961888313293457,3.8683414459228516e-05,-2.4110326766967773,-6.970767021179199,1.3709068298339844e-05,541.505859375,-3.6642751693725586,5.751848220825195e-06,538.515625,-0.7212743759155273,1.8835067749023438e-05
3,-3.336024284362793,-2.1442112922668457,3.68952751159668e-05,-2.4753098487854004,-7.1406402587890625,1.4156103134155273e-05,574.411376953125,-3.552274227142334,9.119510650634766e-06,538.5856323242188,-0.6163763999938965,1.874566078186035e-05
4,-3.3924665451049805,-2.239668846130371,3.3855438232421875e-05,-2.3147339820861816,-7.127861022949219,1.2665987014770508e-05,574.307373046875,-3.6051688194274902,7.957220077514648e-06,538.6867065429688,-0.5737643241882324,1.946091651916504e-05
5,-3.608966827392578,-2.3821754455566406,3.0428171157836914e-05,-2.655918598175049,-7.2220001220703125,1.245737075805664e-05,574.4468994140625,-3.648604393005371,1.0639429092407227e-05,571.4578247070312,-0.15224361419677734,1.4275312423706055e-05
6,-3.6887121200561523,-2.390803813934326,2.7447938919067383e-05,-2.5583763122558594,-7.018342018127441,1.1682510375976562e-05,574.429931640625,-3.761240005493164,1.1444091796875e-05,571.5396118164062,-0.22333717346191406,2.1725893020629883e-05
7,-3.586740016937256,-2.113888740539551,2.9087066650390625e-05,-2.822134017944336,-7.214240074157715,1.0758638381958008e-05,574.4274291992188,-3.6681742668151855,1.1026859283447266e-05,571.6282348632812,-0.2359023094177246,1.7762184143066406e-05
8,-3.6054086685180664,-2.2107391357421875,3.0487775802612305e-05,-2.7989301681518555,-7.365484237670898,1.1175870895385742e-05,574.2958984375,-3.5588464736938477,1.33514404296875e-05,571.5633544921875,-0.13991546630859375,2.7894973754882812e-05
9,-3.490614891052246,-2.273988723754883,2.759695053100586e-05,573.30859375,-6.201469421386719,1.2159347534179688e-05,574.3087768554688,-3.599134922027588,1.4990568161010742e-05,571.3795166015625,-0.2751140594482422,2.9802322387695312e-05
10,-3.3351974487304688,-1.9791359901428223,3.471970558166504e-05,-2.9904770851135254,-7.056036949157715,1.233816146850586e-05,574.1619873046875,-3.4146289825439453,1.3381242752075195e-05,571.1939086914062,-0.3519768714904785,2.3424625396728516e-05
