scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,500.7245178222656,558.4261474609375,0.9664751887321472,503.8973693847656,562.7094116210938,0.9812779426574707,496.426025390625,565.84912109375,0.9752479791641235,386.5238342285156,596.8887329101562,0.9961576461791992
1,500.7280578613281,558.6777954101562,0.9416810274124146,503.7517395019531,562.8648071289062,0.9725255966186523,496.36834716796875,566.0897216796875,0.955762505531311,386.5501403808594,596.5339965820312,0.9967901706695557
2,500.75433349609375,558.7164306640625,0.9259128570556641,503.73883056640625,562.7409057617188,0.9689279198646545,384.740966796875,575.76611328125,0.9688162207603455,386.3668518066406,596.4075317382812,0.9937821626663208
3,500.6437683105469,558.521728515625,0.9412158727645874,503.59930419921875,562.70654296875,0.9767208099365234,496.4781799316406,565.919189453125,0.9666168689727783,386.307373046875,596.706298828125,0.9946022033691406
4,500.7208251953125,558.5723876953125,0.9420354962348938,503.6789245605469,562.6578369140625,0.9747512340545654,496.4543762207031,565.9531860351562,0.9655851721763611,386.2994079589844,596.5695190429688,0.9949655532836914
5,500.7167663574219,558.5851440429688,0.9238766431808472,503.6091003417969,562.6849365234375,0.9611992239952087,384.33294677734375,575.2301025390625,0.9618868231773376,386.3787841796875,596.4611206054688,0.9961831569671631
6,500.8049011230469,558.6185302734375,0.9456779956817627,503.64813232421875,562.6001586914062,0.9698601961135864,496.32855224609375,565.9628295898438,0.9663158655166626,386.19134521484375,596.6602783203125,0.99384605884552
7,500.8085632324219,558.5283813476562,0.9511599540710449,503.6463623046875,562.4962158203125,0.9738171100616455,496.3456115722656,565.961669921875,0.9696931838989258,385.8523254394531,596.59326171875,0.9950239658355713
8,500.8336486816406,558.60009765625,0.9557725787162781,503.6591491699219,562.4584350585938,0.9766494631767273,496.4033508300781,565.8954467773438,0.971859335899353,386.3687438964844,596.138427734375,0.9905563592910767
9,500.76171875,558.6251220703125,0.9536911249160767,503.5636901855469,562.40625,0.9772908687591553,496.3453674316406,565.8480834960938,0.9721841812133789,386.19256591796875,596.2175903320312,0.9901190996170044
10,500.8181457519531,558.6353149414062,0.9426579475402832,503.523193359375,562.4927978515625,0.9731298685073853,384.2142333984375,576.2828369140625,0.9660441875457764,386.17108154296875,596.3441162109375,0.9893311262130737
11,500.7745361328125,558.7601318359375,0.9118523597717285,503.5408630371094,562.5787963867188,0.9624590873718262,384.4181213378906,576.0352172851562,0.9640333652496338,386.06591796875,596.4598999023438,0.9918818473815918
12,500.7773132324219,558.7296752929688,0.9094842076301575,503.62109375,562.6604614257812,0.9625214338302612,384.4586181640625,575.7498779296875,0.9671530723571777,386.1370849609375,596.4065551757812,0.9924489259719849
