scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,401.501220703125,573.224853515625,0.031031668186187744,401.94244384765625,584.9029541015625,0.24385368824005127,397.1487121582031,579.9173583984375,0.9819204807281494,390.8771057128906,599.6151733398438,0.9392187595367432
1,401.08233642578125,573.021728515625,0.015185743570327759,401.3467712402344,583.961181640625,0.15634986758232117,397.206787109375,580.1071166992188,0.9736870527267456,391.02587890625,598.9072875976562,0.9486544728279114
2,401.1100158691406,572.8787841796875,0.021500587463378906,401.4096984863281,583.65380859375,0.14250034093856812,397.0376892089844,579.6627197265625,0.9740951061248779,391.162841796875,598.8373413085938,0.962247908115387
3,400.9488220214844,572.818359375,0.010220110416412354,401.4954528808594,583.7069702148438,0.07505062222480774,397.29534912109375,579.55322265625,0.9432701468467712,391.1238708496094,598.717529296875,0.9455757141113281
4,401.0338439941406,572.7109985351562,0.008611410856246948,401.7702331542969,583.140869140625,0.04504501819610596,397.2420654296875,579.568603515625,0.9031996726989746,391.3632507324219,598.8175048828125,0.9289882183074951
5,401.0574645996094,572.5565185546875,0.012217432260513306,401.8667297363281,583.1868896484375,0.04380866885185242,397.1833801269531,579.50146484375,0.9271907806396484,391.4798889160156,598.8653564453125,0.9289809465408325
6,401.3210754394531,572.5270385742188,0.02237573266029358,402.02947998046875,584.54638671875,0.0805218517780304,397.2017822265625,579.6646728515625,0.9671030640602112,391.3872985839844,598.8359375,0.9463138580322266
7,401.38372802734375,572.6312255859375,0.017813295125961304,402.10546875,584.561767578125,0.0716966986656189,397.3377685546875,579.7337646484375,0.9593202471733093,390.5612487792969,598.9939575195312,0.9324580430984497
8,401.5731506347656,572.7736206054688,0.014073729515075684,402.08685302734375,584.5874633789062,0.08344274759292603,397.5121154785156,579.9694213867188,0.9491087198257446,391.3247375488281,598.874267578125,0.9267545938491821
9,401.6582336425781,572.70703125,0.007608920335769653,401.83868408203125,583.8877563476562,0.04927709698677063,397.8395080566406,579.8171997070312,0.925801694393158,390.6990661621094,598.6710205078125,0.9245250225067139
10,401.72540283203125,572.8234252929688,0.01376795768737793,402.22149658203125,584.5438842773438,0.07887566089630127,397.5233459472656,579.7713012695312,0.9548367857933044,390.5967712402344,598.9444580078125,0.9143592119216919
11,401.7616882324219,572.7767333984375,0.021392107009887695,402.15301513671875,584.6170654296875,0.12538695335388184,397.3988037109375,579.8832397460938,0.9715284109115601,391.1382141113281,599.1959838867188,0.9397875070571899
12,401.6731262207031,572.6048583984375,0.020814180374145508,402.2189025878906,584.3321533203125,0.09810197353363037,397.34771728515625,579.738525390625,0.9742178916931152,391.2895202636719,599.1015625,0.9390939474105835
