scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,479.4344787597656,676.63330078125,0.07841739058494568,488.0769958496094,671.6893310546875,0.13478529453277588,485.2294006347656,673.4329223632812,0.8955855369567871,514.378173828125,675.6731567382812,0.22684606909751892
1,493.7760925292969,623.1432495117188,0.247970312833786,479.4330749511719,623.2687377929688,0.6645433902740479,479.02197265625,625.4794311523438,0.990003228187561,458.455810546875,632.8299560546875,0.9944601655006409
2,483.5339050292969,579.4769897460938,0.9985345602035522,470.4053955078125,586.3092651367188,0.9981961250305176,467.39410400390625,578.7763671875,0.9997724890708923,437.9548034667969,592.4122924804688,0.9998924732208252
3,476.6827087402344,543.0841064453125,0.9872205257415771,463.31378173828125,549.0230712890625,0.9956713914871216,461.2303466796875,541.4302368164062,0.9985235929489136,425.2923583984375,555.1018676757812,0.999765932559967
4,471.5192565917969,509.0509338378906,0.9369747638702393,462.337158203125,515.9072265625,0.9949936866760254,452.6171875,507.26849365234375,0.9986199140548706,477.8642578125,512.5950927734375,0.9999503493309021
5,477.51263427734375,481.3122863769531,0.9996787309646606,465.2471008300781,492.73297119140625,0.999922513961792,465.3259582519531,473.39508056640625,0.9997872710227966,410.9582824707031,488.8163146972656,0.9979674816131592
6,475.1293640136719,453.0856628417969,0.999631404876709,463.94671630859375,469.63818359375,0.9999832510948181,462.7310791015625,449.6547546386719,0.9999958872795105,407.9595947265625,463.7831115722656,0.9998832941055298
7,471.0669860839844,441.0191955566406,0.9914923906326294,463.1430358886719,450.6745910644531,0.9999873638153076,461.7264709472656,432.4345397949219,0.9998908638954163,403.7112731933594,445.1604919433594,0.999971866607666
8,471.555908203125,404.4801330566406,0.9999906420707703,468.3891906738281,432.689208984375,0.9999898076057434,455.0784606933594,417.0476379394531,0.9999996423721313,404.01141357421875,434.06158447265625,0.9999995827674866
9,474.1810607910156,394.7006530761719,0.999043345451355,467.47412109375,423.3797302246094,0.9999290108680725,455.0609130859375,408.4772644042969,0.999995231628418,405.0836181640625,427.7453308105469,0.9999992847442627
10,478.8282165527344,390.00115966796875,0.9999822378158569,470.52813720703125,418.5128173828125,0.9999740719795227,457.39996337890625,402.7435302734375,0.9999980926513672,408.61077880859375,420.34503173828125,0.9999991655349731
11,483.1101989746094,382.40411376953125,0.9998876452445984,478.05389404296875,412.03900146484375,0.9994557499885559,464.362548828125,397.575927734375,0.9999626874923706,411.25469970703125,416.5969543457031,0.9999980926513672
12,485.91607666015625,379.9877624511719,0.9956187009811401,480.6805725097656,407.6916198730469,0.9991114139556885,468.6239318847656,395.74334716796875,0.999971866607666,418.8522644042969,410.6495666503906,0.9999549388885498
