scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,-3.134918689727783,-3.1105170249938965,2.6851892471313477e-05,-2.5083513259887695,-7.583105087280273,1.1235475540161133e-05,0.27446794509887695,-2.296168327331543,2.682209014892578e-06,0.2962768077850342,0.8537979125976562,8.761882781982422e-06
1,435.9822082519531,388.2586669921875,0.00029352307319641113,-2.461604118347168,-7.692649841308594,1.0013580322265625e-05,0.1546788215637207,-2.587106704711914,2.7120113372802734e-06,0.43763136863708496,0.5942325592041016,1.0251998901367188e-05
2,436.4228515625,388.4409484863281,0.0001823902130126953,-2.7345118522644043,-7.649679183959961,1.004338264465332e-05,0.09004998207092285,-2.503878593444824,2.4437904357910156e-06,0.45289039611816406,0.8850975036621094,1.1175870895385742e-05
3,436.2868957519531,388.4220886230469,0.0002913177013397217,-2.6349453926086426,-7.891777992248535,8.493661880493164e-06,-0.10393714904785156,-2.6617560386657715,2.1457672119140625e-06,0.34490108489990234,0.37108325958251953,7.18235969543457e-06
4,436.2699279785156,388.4670104980469,6.124377250671387e-05,-2.827498435974121,-7.737357139587402,8.374452590942383e-06,0.29132652282714844,-2.1915059089660645,2.1457672119140625e-06,0.17085814476013184,0.7436788082122803,7.987022399902344e-06
5,436.20660400390625,388.3984680175781,0.00018030405044555664,-2.7241663932800293,-7.518271446228027,1.1056661605834961e-05,0.17723298072814941,-1.9959721565246582,2.9206275939941406e-06,0.1258256435394287,0.8819901943206787,1.1444091796875e-05
6,436.17694091796875,388.5963134765625,0.0002461671829223633,-2.559615135192871,-7.384464263916016,1.0579824447631836e-05,0.3311164379119873,-2.122591018676758,2.8014183044433594e-06,0.14873003959655762,0.5739917755126953,9.804964065551758e-06
7,436.20733642578125,388.18438720703125,0.00025469064712524414,-2.157111644744873,-7.343408584594727,1.0788440704345703e-05,0.13213586807250977,-2.1739892959594727,3.4570693969726562e-06,0.29286694526672363,0.5776708126068115,8.07642936706543e-06
8,436.4436950683594,388.515380859375,0.00012302398681640625,-2.7590155601501465,-7.678655624389648,9.566545486450195e-06,0.22441840171813965,-2.0750246047973633,2.4437904357910156e-06,0.12302851676940918,0.9359579086303711,8.046627044677734e-06
9,436.3455505371094,388.2680969238281,0.00011390447616577148,-2.498694896697998,-7.525384902954102,8.851289749145508e-06,0.12188959121704102,-2.284475803375244,2.5033950805664062e-06,0.12061166763305664,0.5919647216796875,6.794929504394531e-06
10,436.4039611816406,388.1540832519531,5.239248275756836e-05,-2.527369499206543,-7.377917289733887,9.715557098388672e-06,0.22867655754089355,-2.327752113342285,2.3543834686279297e-06,0.2438187599182129,0.951909065246582,9.03010368347168e-06
