scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,390.0647277832031,100.25870513916016,0.00013506412506103516,396.0326843261719,88.9623031616211,0.00010401010513305664,390.4615173339844,83.64901733398438,0.00011855363845825195,388.52874755859375,102.41790008544922,0.0006985068321228027
1,395.32830810546875,88.3528823852539,0.00017344951629638672,396.00299072265625,88.28679656982422,0.00017216801643371582,389.5948181152344,83.53773498535156,0.00035116076469421387,388.36370849609375,102.1186752319336,0.0014627277851104736
2,389.90625,100.00407409667969,0.00016921758651733398,395.8087158203125,88.5341567993164,7.453560829162598e-05,389.7523193359375,83.7458724975586,0.00014892220497131348,388.4520568847656,101.98150634765625,0.0008434951305389404
3,389.9151306152344,100.42969512939453,0.0001399517059326172,395.85565185546875,89.09117126464844,5.263090133666992e-05,390.2220764160156,83.89875030517578,6.702542304992676e-05,388.4697265625,102.21295166015625,0.0003941059112548828
4,390.05419921875,100.53227996826172,0.00013250112533569336,395.8944091796875,88.98796844482422,6.181001663208008e-05,390.3305969238281,84.01730346679688,6.434321403503418e-05,388.53778076171875,102.19103240966797,0.0005199909210205078
5,390.200927734375,100.43916320800781,0.0001169443130493164,395.896484375,88.93624877929688,5.543231964111328e-05,390.3811340332031,84.00587463378906,6.0498714447021484e-05,388.5140686035156,102.19458770751953,0.00044852495193481445
6,390.1065979003906,100.08661651611328,0.00010037422180175781,396.0722961425781,88.7634048461914,7.611513137817383e-05,390.35931396484375,83.6857681274414,8.365511894226074e-05,388.5687255859375,101.99993133544922,0.000431746244430542
7,390.05706787109375,100.02293395996094,0.00011837482452392578,396.1299133300781,88.5380859375,0.00010547041893005371,390.1885681152344,83.49903106689453,0.00011524558067321777,388.5430603027344,101.90147399902344,0.0006743073463439941
8,390.0954895019531,100.21644592285156,0.00010609626770019531,395.8143310546875,88.68482208251953,6.625056266784668e-05,390.04705810546875,83.78069305419922,7.918477058410645e-05,388.5195007324219,101.9763412475586,0.0003224611282348633
9,390.0850524902344,100.30659484863281,0.00010409951210021973,395.4710388183594,88.78459167480469,5.319714546203613e-05,389.79498291015625,83.83584594726562,7.680058479309082e-05,388.5506591796875,101.9989242553711,0.00020551681518554688
10,390.02227783203125,100.29651641845703,0.00012567639350891113,395.3650817871094,88.8067398071289,5.7756900787353516e-05,389.82720947265625,83.90277099609375,8.249282836914062e-05,388.5923156738281,102.00588989257812,0.0002370774745941162
11,390.11669921875,100.37503814697266,0.0001417398452758789,395.1795959472656,88.88441467285156,5.251169204711914e-05,389.8470458984375,84.03311157226562,7.799267768859863e-05,388.7125244140625,101.95020294189453,0.00020194053649902344
