scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,843.4088134765625,344.3993835449219,0.004979968070983887,-3.050846576690674,-7.388620376586914,1.6510486602783203e-05,837.2318725585938,340.7094421386719,4.750490188598633e-05,0.4824976921081543,0.943439245223999,1.5288591384887695e-05
1,843.9705810546875,344.61907958984375,0.004199862480163574,-2.8559370040893555,-7.455615997314453,1.1116266250610352e-05,838.1041259765625,340.5792541503906,2.962350845336914e-05,0.6348564624786377,1.2370507717132568,1.2725591659545898e-05
2,843.8924560546875,344.7109680175781,0.001380234956741333,-2.811277389526367,-7.31121826171875,1.2040138244628906e-05,838.0841674804688,340.8699951171875,8.702278137207031e-06,753.1972045898438,116.53691864013672,1.5467405319213867e-05
3,844.1323852539062,344.40631103515625,0.003930151462554932,-2.9254531860351562,-7.3495330810546875,1.1235475540161133e-05,837.8700561523438,340.49957275390625,1.0609626770019531e-05,753.4664306640625,116.85678100585938,1.5676021575927734e-05
4,844.5392456054688,344.48095703125,0.010246485471725464,-2.9707131385803223,-7.411602973937988,1.099705696105957e-05,838.166259765625,340.1322937011719,2.86102294921875e-05,753.4252319335938,116.84098052978516,1.5854835510253906e-05
5,845.1494140625,343.4646911621094,0.04188075661659241,-2.881631374359131,-7.009088516235352,1.2964010238647461e-05,838.0131225585938,339.7478942871094,5.7816505432128906e-05,753.48486328125,116.81133270263672,1.806020736694336e-05
6,845.4327392578125,343.28546142578125,0.498633474111557,837.3883666992188,347.09356689453125,0.00013333559036254883,837.6570434570312,339.6245422363281,0.0010369420051574707,753.165771484375,116.65415954589844,4.0858983993530273e-05
7,845.4000854492188,343.16510009765625,0.6137288808822632,837.5470581054688,347.0431823730469,0.00021210312843322754,837.5770874023438,339.575439453125,0.001970648765563965,753.11572265625,116.49008178710938,3.808736801147461e-05
8,845.2554321289062,343.501953125,0.31201356649398804,837.80029296875,344.9320983886719,4.881620407104492e-05,837.8040771484375,339.7413024902344,0.0004642903804779053,753.2523193359375,116.531005859375,4.646182060241699e-05
9,844.951904296875,343.5379638671875,0.23899981379508972,836.9937744140625,347.3505554199219,4.038214683532715e-05,837.4775390625,339.7332763671875,0.00041735172271728516,753.0091552734375,116.37037658691406,5.14984130859375e-05
10,844.5628662109375,343.6522216796875,0.13721990585327148,837.715576171875,344.56707763671875,1.2040138244628906e-05,837.2225341796875,339.94049072265625,0.00017759203910827637,753.5305786132812,116.77710723876953,4.544854164123535e-05
11,844.4144287109375,344.0103759765625,0.03497040271759033,-2.7803478240966797,-7.149924278259277,1.704692840576172e-05,837.4182739257812,340.2513732910156,4.407763481140137e-05,753.1328125,116.49362182617188,2.4586915969848633e-05
