scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,517.5733642578125,573.85693359375,0.8736318945884705,520.450439453125,578.3294677734375,0.9666215777397156,516.0176391601562,579.2817993164062,0.9933130741119385,401.92291259765625,592.694580078125,0.010505765676498413
1,517.6930541992188,574.1660766601562,0.7052247524261475,519.8610229492188,578.0543212890625,0.858407735824585,516.3195190429688,579.176025390625,0.9764976501464844,401.5376281738281,591.2293090820312,0.0072593092918396
2,517.4163818359375,574.3430786132812,0.7169053554534912,519.8705444335938,578.19189453125,0.8336508274078369,516.0945434570312,579.4536743164062,0.9762552976608276,401.8907470703125,592.761962890625,0.004767954349517822
3,517.0664672851562,574.1612548828125,0.7652145624160767,519.95361328125,578.312744140625,0.9134427309036255,516.0692749023438,579.7440795898438,0.9853764772415161,527.8657836914062,594.5286254882812,0.004385918378829956
4,517.0342407226562,574.4314575195312,0.6221426129341125,520.1551513671875,578.0275268554688,0.8054609298706055,515.7913818359375,579.5866088867188,0.9659963250160217,527.3904418945312,594.9671630859375,0.0025709569454193115
5,517.1702270507812,574.369384765625,0.6611042022705078,519.86865234375,578.08984375,0.7259130477905273,515.3170776367188,579.5474243164062,0.9561243057250977,527.2913818359375,595.129638671875,0.0032431185245513916
6,516.4468383789062,574.5316162109375,0.7615392208099365,519.4300537109375,577.740966796875,0.8604416847229004,515.2009887695312,579.5592651367188,0.9847668409347534,525.442626953125,595.2484741210938,0.09968030452728271
7,515.9817504882812,573.533935546875,0.9396688938140869,520.3375244140625,577.470947265625,0.9548286199569702,515.1189575195312,579.7691650390625,0.9928687810897827,525.2892456054688,596.9535522460938,0.4513903558254242
8,515.4927978515625,573.64892578125,0.9886949062347412,520.7459716796875,577.272705078125,0.9817326068878174,515.6359252929688,580.5374145507812,0.9995620250701904,526.3656616210938,596.80126953125,0.9721093773841858
9,516.0763549804688,572.6168823242188,0.9888246059417725,520.93310546875,576.8916015625,0.9230208396911621,515.89404296875,581.0961303710938,0.9980683326721191,525.6693115234375,595.9254760742188,0.9525485634803772
10,516.836669921875,575.098876953125,0.2532956898212433,517.7797241210938,581.9785766601562,0.4438634514808655,518.2235717773438,582.3975830078125,0.801705002784729,401.6031799316406,591.1073608398438,0.16629359126091003
11,495.8034973144531,655.672119140625,0.7477970719337463,478.16015625,662.0604858398438,0.9980180263519287,517.120361328125,579.6871337890625,0.8782141208648682,437.48040771484375,673.6497802734375,0.9987448453903198
12,404.0917053222656,592.2697143554688,0.9995906352996826,479.98406982421875,622.9659423828125,0.9982343912124634,407.2760314941406,581.8892211914062,0.9913778305053711,434.84326171875,636.3309936523438,0.9952468872070312
