scorer,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000,DLC_resnet50_social_behavior_allMay27shuffle1_250000
bodyparts,nose,nose,nose,right ear,right ear,right ear,left ear,left ear,left ear,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,735.1785888671875,86.91144561767578,0.00022652745246887207,735.5773315429688,93.4610595703125,2.6673078536987305e-05,732.21044921875,94.08251190185547,7.426738739013672e-05,0.10781145095825195,0.3993415832519531,1.1920928955078125e-05
1,735.3751220703125,86.82923889160156,0.00024819374084472656,735.47119140625,93.36609649658203,2.256035804748535e-05,732.0747680664062,93.89860534667969,7.37607479095459e-05,0.11818552017211914,0.6669180393218994,9.179115295410156e-06
2,735.4512329101562,86.15946197509766,0.0008810758590698242,735.3538208007812,92.6632308959961,0.0001265108585357666,732.2162475585938,93.16767120361328,0.0003387033939361572,0.20766568183898926,0.7449450492858887,1.0281801223754883e-05
3,735.3521728515625,86.33894348144531,0.0005627572536468506,735.4902954101562,92.77403259277344,9.098649024963379e-05,732.0474853515625,93.25012969970703,0.0002206563949584961,0.17841124534606934,0.7152788639068604,1.0102987289428711e-05
4,735.2347412109375,86.78343200683594,0.00029075145721435547,735.3032836914062,93.0757827758789,4.1931867599487305e-05,732.0762329101562,93.71333312988281,0.00011724233627319336,0.11123180389404297,0.5220046043395996,1.1295080184936523e-05
5,735.0283203125,86.99221801757812,0.00014191865921020508,735.263427734375,93.4746322631836,1.850724220275879e-05,732.0624389648438,93.99229431152344,5.1081180572509766e-05,0.24359679222106934,0.42364978790283203,9.864568710327148e-06
6,735.0570678710938,87.13105010986328,0.0001474618911743164,735.0399169921875,93.48519134521484,1.385807991027832e-05,731.89208984375,93.89903259277344,4.604458808898926e-05,0.0601649284362793,0.5106968879699707,1.055002212524414e-05
7,735.085205078125,87.06482696533203,0.00019565224647521973,734.965087890625,93.32413482666016,1.570582389831543e-05,731.7634887695312,93.72197723388672,5.2481889724731445e-05,0.15799450874328613,0.8572409152984619,1.1354684829711914e-05
8,735.0647583007812,86.95948791503906,0.00015401840209960938,735.069580078125,93.37732696533203,1.290440559387207e-05,731.8869018554688,93.74385833740234,4.035234451293945e-05,0.06410646438598633,0.7783687114715576,1.0818243026733398e-05
9,735.10888671875,86.89735412597656,0.00014650821685791016,735.1350708007812,93.45584106445312,1.2934207916259766e-05,731.9558715820312,93.79407501220703,3.618001937866211e-05,0.05875396728515625,0.7189605236053467,7.450580596923828e-06
10,735.1952514648438,86.92203521728516,0.00015655159950256348,735.197998046875,93.34111022949219,1.5527009963989258e-05,732.0051879882812,93.78532409667969,4.151463508605957e-05,0.07531380653381348,0.6398987770080566,8.285045623779297e-06
11,735.174560546875,86.94086456298828,0.00016832351684570312,735.138671875,93.41266632080078,1.5050172805786133e-05,732.0049438476562,93.83920288085938,3.9905309677124023e-05,0.32801079750061035,0.49719715118408203,1.0401010513305664e-05
